namevariant,adamlink,wikidata,preflabel,coords,begin_min,begin_max,end_min,end_max;
searchable,adamlink_url,wikidata_url,canonical_form,geometry,begin_min,begin_max,end_min,end_max;
Andersensingel,https://adamlink.nl/geo/street/andersensingel/156,http://www.wikidata.org/entity/Q18935458,Andersensingel,Point(4.9444506516573 52.32202046343),1982,1982,0,0;
Andijkstraat,https://adamlink.nl/geo/street/andijkstraat/157,http://www.wikidata.org/entity/Q18935486,Andijkstraat,Point(4.9414908163901 52.393335804639),1948,1948,0,0;
Andoornstraat,https://adamlink.nl/geo/street/andoornstraat/158,http://www.wikidata.org/entity/Q18935513,Andoornstraat,Point(4.9161836166273 52.391967268691),1922,1922,0,0;
Andreas Bonnstraat,https://adamlink.nl/geo/street/andreas-bonnstraat/159,http://www.wikidata.org/entity/Q2446736,Andreas Bonnstraat,Point(4.914439846478 52.359302395654),1897,1897,0,0;
Andreasplein,https://adamlink.nl/geo/street/andreasplein/161,http://www.wikidata.org/entity/Q18935610,Andreasplein,Point(4.8442183059574 52.357049202028),2009,2009,0,0;
Andries Snoekstraat,https://adamlink.nl/geo/street/andries-snoekstraat/162,http://www.wikidata.org/entity/Q18935668,Andries Snoekstraat,Point(4.829059870004 52.353537959856),1955,1955,0,0;
Andries Vierlinghstraat,https://adamlink.nl/geo/street/andries-vierlinghstraat/163,http://www.wikidata.org/entity/Q18935686,Andries Vierlinghstraat,Point(4.8326566062592 52.357015160043),1955,1955,0,0;
Andromedastraat,https://adamlink.nl/geo/street/andromedastraat/164,http://www.wikidata.org/entity/Q18935745,Andromedastraat,Point(4.8819047589851 52.41380416154),1935,1935,0,0;
Anemoonstraat,https://adamlink.nl/geo/street/anemoonstraat/165,http://www.wikidata.org/entity/Q18935905,Anemoonstraat,Point(4.9085305053466 52.38725735511),1919,1919,0,0;
Anfieldroad,https://adamlink.nl/geo/street/anfieldroad/166,http://www.wikidata.org/entity/Q18936645,Anfieldroad,Point(4.9465728759025 52.344513524473),1998,1998,0,0;
Anielewiczsingel,https://adamlink.nl/geo/street/anielewiczsingel/167,http://www.wikidata.org/entity/Q18936746,Anielewiczsingel,Point(4.7779014199027 52.35282728578),1988,1988,0,0;
Anjeliersstraat,https://adamlink.nl/geo/street/anjeliersstraat/168,http://www.wikidata.org/entity/Q18936816,Anjeliersstraat,Point(4.878713834329 52.376788248503),1625,1625,0,0;
Ank van der Moerstraat,https://adamlink.nl/geo/street/ank-van-der-moerstraat/169,http://www.wikidata.org/entity/Q18937152,Ank van der Moerstraat,Point(4.8233330389593 52.352567098864),1987,1987,0,0;
Ankerplaats,https://adamlink.nl/geo/street/ankerplaats/170,http://www.wikidata.org/entity/Q18937263,Ankerplaats,Point(4.9170438633206 52.40586893178),1974,1974,0,0;
Ankerweg,https://adamlink.nl/geo/street/ankerweg/171,http://www.wikidata.org/entity/Q18937369,Ankerweg,Point(4.8262332279868 52.41689706687),1959,1959,0,0;
Anna Bijnsstraat,https://adamlink.nl/geo/street/anna-bijnsstraat/172,http://www.wikidata.org/entity/Q18937439,Anna Bijnsstraat,Point(4.8111028849968 52.377709924458),1953,1953,0,0;
Anna van Burenstraat,https://adamlink.nl/geo/street/anna-van-burenstraat/174,http://www.wikidata.org/entity/Q18937950,Anna van Burenstraat,Point(4.8599748763102 52.380481137662),1625,1625,0,0;
Anne Frankstraat,https://adamlink.nl/geo/street/anne-frankstraat/177,http://www.wikidata.org/entity/Q18938271,Anne Frankstraat,Point(4.9090570334556 52.369609458314),1968,1968,0,0;
Anne Kooistrahof,https://adamlink.nl/geo/street/anne-kooistrahof/178,http://www.wikidata.org/entity/Q18938318,Anne Kooistrahof,Point(4.9907569889776 52.29893332894),1984,1984,0,0;
Annette Versluysstraat,https://adamlink.nl/geo/street/annette-versluysstraat/179,http://www.wikidata.org/entity/Q18938385,Annette Versluysstraat,Point(4.8294792126926 52.348201190295),1957,1957,0,0;
Annie Boshof,https://adamlink.nl/geo/street/annie-boshof/180,http://www.wikidata.org/entity/Q18938399,Annie Boshof,Point(5.0110895326919 52.348261686804),2006,2006,0,0;
Annie Romeinplein,https://adamlink.nl/geo/street/annie-romeinplein/181,http://www.wikidata.org/entity/Q18938477,Annie Romeinplein,Point(4.9701761908713 52.322445645241),1997,1997,0,0;
Anselmushof,https://adamlink.nl/geo/street/anselmushof/182,http://www.wikidata.org/entity/Q18938595,Anselmushof,Point(4.8098836890515 52.373394132215),1954,1954,0,0;
Anske Lammingastraat,https://adamlink.nl/geo/street/anske-lammingastraat/183,http://www.wikidata.org/entity/Q18938647,Anske Lammingastraat,Point(4.8232106572287 52.356422275954),1955,1955,0,0;
Antarusstraat,https://adamlink.nl/geo/street/antarusstraat/184,http://www.wikidata.org/entity/Q18938703,Antarusstraat,Point(4.8860229608327 52.410963583563),1935,1935,0,0;
Anthonie van Dijckstraat,https://adamlink.nl/geo/street/anthonie-van-dijckstraat/185,http://www.wikidata.org/entity/Q18938783,Anthonie van Dijckstraat,Point(4.8736100321994 52.3482930647),1925,1925,0,0;
Anthony Fokkerweg,https://adamlink.nl/geo/street/anthony-fokkerweg/186,http://www.wikidata.org/entity/Q18938879,Anthony Fokkerweg,Point(4.8419986687131 52.342508533399),1949,1949,0,0;
Anthony Spatzierhof,https://adamlink.nl/geo/street/anthony-spatzierhof/188,http://www.wikidata.org/entity/Q18938904,Anthony Spatzierhof,Point(4.8279737498415 52.353532833322),1955,1955,0,0;
Antillenstraat,https://adamlink.nl/geo/street/antillenstraat/189,http://www.wikidata.org/entity/Q18938960,Antillenstraat,Point(4.8511386079067 52.359383192321),1922,1922,0,0;
Anton Constandsestraat,https://adamlink.nl/geo/street/anton-constandsestraat/190,http://www.wikidata.org/entity/Q18939063,Anton Constandsestraat,Point(4.9224374176958 52.346975938893),1989,1989,0,0;
Anton de Komplein,https://adamlink.nl/geo/street/anton-de-komplein/191,,Anton de Komplein,Point(4.9590208524743 52.314260149691),1989,1989,0,0;
Anton Hölzelsingel,https://adamlink.nl/geo/street/anton-holzelsingel/192,http://www.wikidata.org/entity/Q18939088,Anton Hölzelsingel,Point(4.7851328830224 52.349934262744),1989,1989,0,0;
Anton Petershof,https://adamlink.nl/geo/street/anton-petershof/193,http://www.wikidata.org/entity/Q18939128,Anton Petershof,Point(4.8294707215194 52.353548884278),1955,1955,0,0;
Anton Schleperspad,https://adamlink.nl/geo/street/anton-schleperspad/194,http://www.wikidata.org/entity/Q18939146,Anton Schleperspad,Point(4.8141369369082 52.335011466911),1994,1994,0,0;
Anton Struikstraat,https://adamlink.nl/geo/street/anton-struikstraat/195,http://www.wikidata.org/entity/Q18939151,Anton Struikstraat,Point(4.8208178512796 52.384030234678),1953,1953,0,0;
Anton Verheijstraat,https://adamlink.nl/geo/street/anton-verheijstraat/196,http://www.wikidata.org/entity/Q18939234,Anton Verheijstraat,Point(4.8752397227183 52.343150134073),1953,1953,0,0;
Anton Waldorpstraat,https://adamlink.nl/geo/street/anton-waldorpstraat/197,http://www.wikidata.org/entity/Q18939256,Anton Waldorpstraat,Point(4.8409269325477 52.362500201211),1957,1957,0,0;
Antonie Heinsiusstraat,https://adamlink.nl/geo/street/antonie-heinsiusstraat/198,http://www.wikidata.org/entity/Q18939333,Antonie Heinsiusstraat,Point(4.874312556762 52.380211559379),1898,1898,0,0;
Antonio Vivaldistraat,https://adamlink.nl/geo/street/antonio-vivaldistraat/199,http://www.wikidata.org/entity/Q18939381,Antonio Vivaldistraat,Point(4.8846519169297 52.3355547149),2005,2005,0,0;
Antony Moddermanstraat,https://adamlink.nl/geo/street/antony-moddermanstraat/200,http://www.wikidata.org/entity/Q18939478,Antony Moddermanstraat,Point(4.8124255330469 52.383306730311),1953,1953,0,0;
Antoon Keldermansstraat,https://adamlink.nl/geo/street/antoon-keldermansstraat/201,http://www.wikidata.org/entity/Q18939520,Antoon Keldermansstraat,Point(4.797164685545 52.383303576617),1955,1955,0,0;
Antwerpenbaan,https://adamlink.nl/geo/street/antwerpenbaan/202,http://www.wikidata.org/entity/Q2381419,Antwerpenbaan,Point(4.8043487457214 52.345186022904),1991,1991,0,0;
Apollolaan,https://adamlink.nl/geo/street/apollolaan/203,http://www.wikidata.org/entity/Q2113123,Apollolaan,Point(4.8697257146746 52.350388270469),1925,1925,0,0;
Appelweg,https://adamlink.nl/geo/street/appelweg/204,http://www.wikidata.org/entity/Q18939848,Appelweg,Point(4.9006267909184 52.412768060265),1951,1951,0,0;
Aragohof,https://adamlink.nl/geo/street/aragohof/205,http://www.wikidata.org/entity/Q18939901,Aragohof,Point(4.9397492334062 52.350457986561),1953,1953,0,0;
Arcellastraat,https://adamlink.nl/geo/street/arcellastraat/206,http://www.wikidata.org/entity/Q18939923,Arcellastraat,Point(4.9045904810842 52.418649971675),1956,1956,0,0;
Archangelkade,https://adamlink.nl/geo/street/archangelkade/207,http://www.wikidata.org/entity/Q18939928,Archangelkade,Point(4.8719766243882 52.396443276652),1940,1940,0,0;
Archangelweg,https://adamlink.nl/geo/street/archangelweg/208,http://www.wikidata.org/entity/Q18939931,Archangelweg,Point(4.8720005705625 52.394644748392),1940,1940,0,0;
Archimedeslaan,https://adamlink.nl/geo/street/archimedeslaan/209,http://www.wikidata.org/entity/Q18939938,Archimedeslaan,Point(4.9400442404221 52.356074447476),1927,1927,0,0;
Archimedesplantsoen,https://adamlink.nl/geo/street/archimedesplantsoen/210,http://www.wikidata.org/entity/Q18939943,Archimedesplantsoen,Point(4.9467045141369 52.352101863481),1927,1927,0,0;
Archimedesweg,https://adamlink.nl/geo/street/archimedesweg/211,http://www.wikidata.org/entity/Q18939962,Archimedesweg,Point(4.9392938112577 52.356006054087),1922,1922,0,0;
Ardennenlaan,https://adamlink.nl/geo/street/ardennenlaan/212,http://www.wikidata.org/entity/Q18940042,Ardennenlaan,Point(4.8120761333383 52.346169614724),1991,1991,0,0;
Arena Boulevard,https://adamlink.nl/geo/street/arena-boulevard/213,http://www.wikidata.org/entity/Q2436772,Arena Boulevard,Point(4.9404833887129 52.312931703257),1996,1996,0,0;
Arena boulevard,https://adamlink.nl/geo/street/arena-boulevard/213,http://www.wikidata.org/entity/Q2436772,Arena Boulevard,Point(4.9404833887129 52.312931703257),1996,1996,0,0;
Arenborg,https://adamlink.nl/geo/street/arenborg/214,http://www.wikidata.org/entity/Q18940083,Arenborg,Point(4.8833143923054 52.323438624496),1959,1959,0,0;
Arend Bontekoeplantsoen,https://adamlink.nl/geo/street/arend-bontekoeplantsoen/215,http://www.wikidata.org/entity/Q18940095,Arend Bontekoeplantsoen,Point(4.8250767791523 52.379448807111),1953,1953,0,0;
Arendonksingel,https://adamlink.nl/geo/street/arendonksingel/216,http://www.wikidata.org/entity/Q18940122,Arendonksingel,Point(4.8140981802559 52.347076137132),1991,1991,0,0;
Arènpalmstraat,https://adamlink.nl/geo/street/arenpalmstraat/217,http://www.wikidata.org/entity/Q18940175,Arènpalmstraat,Point(4.9811130060971 52.32014198229),2002,2002,0,0;
Arent Janszoon Ernststraat,https://adamlink.nl/geo/street/arent-janszoon-ernststraat/218,http://www.wikidata.org/entity/Q2322685,Arent Janszoon Ernststraat,Point(4.8832012513655 52.332111363697),1961,1961,0,0;
Argonautenstraat,https://adamlink.nl/geo/street/argonautenstraat/219,http://www.wikidata.org/entity/Q18940211,Argonautenstraat,Point(4.8586264818972 52.343274831701),1929,1929,0,0;
Argostraat,https://adamlink.nl/geo/street/argostraat/220,http://www.wikidata.org/entity/Q18940223,Argostraat,Point(4.8923225569503 52.412769616407),1921,1921,0,0;
Ariana Nozemanstraat,https://adamlink.nl/geo/street/ariana-nozemanstraat/221,http://www.wikidata.org/entity/Q18940250,Ariana Nozemanstraat,Point(4.8287127660198 52.355459707995),1955,1955,0,0;
Arie Addickspad,https://adamlink.nl/geo/street/arie-addickspad/222,,Arie Addickspad,Point(4.8363975067869 52.384400318377),1953,1953,0,0;
Arie Biemondstraat,https://adamlink.nl/geo/street/arie-biemondstraat/223,http://www.wikidata.org/entity/Q18940263,Arie Biemondstraat,Point(4.8680444184942 52.363628854884),1985,1985,0,0;
Arij Prinsstraat,https://adamlink.nl/geo/street/arij-prinsstraat/224,http://www.wikidata.org/entity/Q18940317,Arij Prinsstraat,Point(4.8252652001494 52.377328594476),1953,1953,0,0;
Aristotelesstraat,https://adamlink.nl/geo/street/aristotelesstraat/225,http://www.wikidata.org/entity/Q18940335,Aristotelesstraat,Point(4.8168355512838 52.3727494742),1954,1954,0,0;
Arlandaweg,https://adamlink.nl/geo/street/arlandaweg/226,http://www.wikidata.org/entity/Q2104580,Arlandaweg,Point(4.8338374964743 52.385916296654),1989,1989,0,0;
Arnold Geulincxpad,https://adamlink.nl/geo/street/arnold-geulincxpad/227,http://www.wikidata.org/entity/Q18940499,Arnold Geulincxpad,Point(4.810098134519 52.37389944493),1954,1954,0,0;
Arnold Ingwersenpad,https://adamlink.nl/geo/street/arnold-ingwersenpad/228,,Arnold Ingwersenpad,Point(4.9295581006136 52.409011797741),1996,1996,0,0;
Arnold Schönberglaan,https://adamlink.nl/geo/street/arnold-schonberglaan/229,http://www.wikidata.org/entity/Q18940506,Arnold Schönberglaan,Point(4.8705065269895 52.337909263558),2002,2002,0,0;
Arondeusstraat,https://adamlink.nl/geo/street/arondeusstraat/230,http://www.wikidata.org/entity/Q18940563,Arondeusstraat,Point(4.826056328144 52.382122810832),1953,1953,0,0;
Artemisstraat,https://adamlink.nl/geo/street/artemisstraat/231,http://www.wikidata.org/entity/Q18940616,Artemisstraat,Point(4.8530727108782 52.345505183243),2001,2001,0,0;
Arthur Meerwaldtpad,https://adamlink.nl/geo/street/arthur-meerwaldtpad/232,,Arthur Meerwaldtpad,Point(4.8272532656625 52.382712679296),1952,1952,0,0;
Arthur van Schendelstraat,https://adamlink.nl/geo/street/arthur-van-schendelstraat/233,http://www.wikidata.org/entity/Q18940644,Arthur van Schendelstraat,Point(4.8262876170363 52.376605433714),1953,1953,0,0;
Arubastraat,https://adamlink.nl/geo/street/arubastraat/235,http://www.wikidata.org/entity/Q18940681,Arubastraat,Point(4.8519521916059 52.36008791888),1922,1922,0,0;
A.S. Onderwijzerhof,https://adamlink.nl/geo/street/as-onderwijzerhof/236,http://www.wikidata.org/entity/Q12013235,A.S. Onderwijzerhof,Point(4.9032309372818 52.367140815264),1984,1984,0,0;
Asingaborg,https://adamlink.nl/geo/street/asingaborg/237,http://www.wikidata.org/entity/Q18940739,Asingaborg,Point(4.8696879908169 52.333482094583),1961,1961,0,0;
Assendelftstraat,https://adamlink.nl/geo/street/assendelftstraat/238,http://www.wikidata.org/entity/Q18937401,Assendelftstraat,Point(4.8789225132876 52.388927265234),1919,1919,0,0;
Assumburg,https://adamlink.nl/geo/street/assumburg/239,http://www.wikidata.org/entity/Q18937562,Assumburg,Point(4.867875508957 52.327883742622),1960,1960,0,0;
Asta Elstakstraat,https://adamlink.nl/geo/street/asta-elstakstraat/240,http://www.wikidata.org/entity/Q18937599,Asta Elstakstraat,Point(4.9624130016515 52.321061712156),1996,1996,0,0;
Astasiastraat,https://adamlink.nl/geo/street/astasiastraat/241,http://www.wikidata.org/entity/Q18937603,Astasiastraat,Point(4.9053561624742 52.418476552963),1956,1956,0,0;
Asterdwarsweg,https://adamlink.nl/geo/street/asterdwarsweg/242,http://www.wikidata.org/entity/Q18937628,Asterdwarsweg,Point(4.903180182173 52.392308135088),1932,1932,0,0;
Asterweg,https://adamlink.nl/geo/street/asterweg/243,http://www.wikidata.org/entity/Q18937904,Asterweg,Point(4.9044519326551 52.38989325176),1915,1915,0,0;
Atlantisplein,https://adamlink.nl/geo/street/atlantisplein/244,http://www.wikidata.org/entity/Q18938116,Atlantisplein,Point(4.930381397467 52.357346254423),2009,2009,0,0;
August Allebéplein,https://adamlink.nl/geo/street/august-allebeplein/245,,August Allebéplein,Point(4.8396893141231 52.363194944819),1960,1960,0,0;
August Vermeylenstraat,https://adamlink.nl/geo/street/august-vermeylenstraat/246,http://www.wikidata.org/entity/Q18938284,August Vermeylenstraat,Point(4.8344966837945 52.372274682801),1957,1957,0,0;
Aurikelstraat,https://adamlink.nl/geo/street/aurikelstraat/247,http://www.wikidata.org/entity/Q18938471,Aurikelstraat,Point(4.9167497662613 52.397581158623),1922,1922,0,0;
Australiëhaven,https://adamlink.nl/geo/street/australiehaven/248,,Australiëhaven,,1966,1966,0,0;
Australiëhavenweg,https://adamlink.nl/geo/street/australiehavenweg/249,http://www.wikidata.org/entity/Q18938539,Australiëhavenweg,Point(4.794329 52.397868),1971,1971,0,0;
Avenhornstraat,https://adamlink.nl/geo/street/avenhornstraat/250,http://www.wikidata.org/entity/Q18938646,Avenhornstraat,Point(4.9448741004632 52.389960145038),1925,1925,0,0;
Avercampstraat,https://adamlink.nl/geo/street/avercampstraat/251,http://www.wikidata.org/entity/Q18938710,Avercampstraat,Point(4.8928867840001 52.349858642413),1983,1983,0,0;
Avogadrostraat,https://adamlink.nl/geo/street/avogadrostraat/252,http://www.wikidata.org/entity/Q18938796,Avogadrostraat,Point(4.9419480020052 52.350735909507),1953,1953,0,0;
A.W. Grootehof,https://adamlink.nl/geo/street/aw-grootehof/253,,A.W. Grootehof,Point(4.800896 52.356423),1959,1959,2005,2010;
Azaleastraat,https://adamlink.nl/geo/street/azaleastraat/254,http://www.wikidata.org/entity/Q18938965,Azaleastraat,Point(4.915461016847 52.395805465853),1922,1922,0,0;
Azartplein,https://adamlink.nl/geo/street/azartplein/255,,Azartplein,Point(4.9368243227119 52.37766793078),1994,1994,0,0;
Aziëhavenweg,https://adamlink.nl/geo/street/aziehavenweg/257,http://www.wikidata.org/entity/Q18939109,Aziëhavenweg,Point(4.7771635658645 52.400090212089),1977,1977,0,0;
B. Merkelbachsingel,https://adamlink.nl/geo/street/b-merkelbachsingel/258,http://www.wikidata.org/entity/Q18939313,B. Merkelbachsingel,Point(4.9315251554537 52.405248145782),2010,2010,0,0;
Baanakkerspad,https://adamlink.nl/geo/street/baanakkerspad/259,,Baanakkerspad,Point(4.9387737305711 52.394709646548),1963,1963,0,0;
Baanbrugsteeg,https://adamlink.nl/geo/street/baanbrugsteeg/261,http://www.wikidata.org/entity/Q18940928,Baanbrugsteeg,Point(4.8840847909984 52.383176684899),1625,1692,0,0;
Baarsjesweg,https://adamlink.nl/geo/street/baarsjesweg/263,http://www.wikidata.org/entity/Q2977272,Baarsjesweg,Point(4.855371628308 52.358952897754),1921,1921,0,0;
Baarsstraat,https://adamlink.nl/geo/street/baarsstraat/264,http://www.wikidata.org/entity/Q18941251,Baarsstraat,Point(4.8545368087212 52.350231011965),1901,1901,0,0;
Baas Gansendonckstraat,https://adamlink.nl/geo/street/baas-gansendonckstraat/265,http://www.wikidata.org/entity/Q18941284,Baas Gansendonckstraat,Point(4.8405980832155 52.377202870497),1948,1948,0,0;
Bachplein,https://adamlink.nl/geo/street/bachplein/266,http://www.wikidata.org/entity/Q18941464,Bachplein,Point(4.8798126195806 52.347867328238),1929,1929,0,0;
Bachstraat,https://adamlink.nl/geo/street/bachstraat/267,http://www.wikidata.org/entity/Q18941493,Bachstraat,Point(4.8798636260418 52.349475681854),1927,1927,0,0;
Backershagen,https://adamlink.nl/geo/street/backershagen/268,http://www.wikidata.org/entity/Q18941678,Backershagen,Point(4.8756177526538 52.325625582163),1959,1959,0,0;
Back-upstraat,https://adamlink.nl/geo/street/backupstraat/269,http://www.wikidata.org/entity/Q18941705,Back-upstraat,Point(4.8722835041003 52.41405344402),2001,2001,0,0;
Baden Powellweg,https://adamlink.nl/geo/street/baden-powellweg/270,http://www.wikidata.org/entity/Q18918299,Baden Powellweg,Point(4.7926154535514 52.353423409766),1960,1960,0,0;
Badhuisweg,https://adamlink.nl/geo/street/badhuisweg/271,,Badhuisweg,,1913,1913,0,0;
Badrianhof,https://adamlink.nl/geo/street/badrianhof/272,http://www.wikidata.org/entity/Q18941910,Badrianhof,Point(4.8341343846311 52.379779065847),1952,1952,0,0;
Baetostraat,https://adamlink.nl/geo/street/baetostraat/273,http://www.wikidata.org/entity/Q18942059,Baetostraat,Point(4.8478523321231 52.379743477168),1939,1939,0,0;
Baffinstraat,https://adamlink.nl/geo/street/baffinstraat/274,http://www.wikidata.org/entity/Q18942072,Baffinstraat,Point(4.8529388375598 52.368307996295),1922,1922,0,0;
